reading_id,ts,station,lat,lon,reading_c,humidity_pct,calibration,battery_pct,alarm,split
10283,2025-03-12 19:00:00,north,45.067105,7.695681,14.79,78.22,1.0513,95.3,0,train
10284,2025-03-12 20:00:00,north,45.073836,7.691341,15.218,74.79,1.0466,91.8,0,train
10285,2025-03-12 21:00:00,harbour,45.036632,7.618134,19.518,69.3,1.0293,91.9,0,train
10286,2025-03-12 22:00:00,north,45.063253,7.67761,18.411,72.52,0.9839,89.2,0,train
10287,2025-03-12 23:00:00,north,45.065823,7.682038,17.242,74.55,1.078,89.4,0,train
10288,2025-03-13 00:00:00,north,45.072199,7.688305,19.169,76.9,0.941,92.0,0,train
10289,2025-03-13 01:00:00,north,45.065144,7.687141,19.851,64.69,0.9188,84.6,0,train
10290,2025-03-13 02:00:00,harbour,45.045896,7.6157,24.098,69.82,0.9353,93.6,0,train
10291,2025-03-13 03:00:00,harbour,45.040629,7.609795,24.012,64.79,1.061,89.6,0,train
10292,2025-03-13 04:00:00,hill,45.097655,7.740652,19.136,74.87,,89.4,0,train
10293,2025-03-13 05:00:00,hill,45.102802,7.745143,18.83,71.56,0.9711,91.1,0,train
10294,2025-03-13 06:00:00,hill,45.110851,7.738072,18.873,82.34,,94.8,0,train
10295,2025-03-13 07:00:00,harbour,45.037277,7.616328,24.641,57.59,0.9892,91.4,1,train
10296,2025-03-13 08:00:00,harbour,45.035477,7.614708,22.486,72.61,0.9508,93.1,0,train
10297,2025-03-13 09:00:00,harbour,45.042765,7.6168,25.136,62.35,0.8958,88.3,0,train
10298,2025-03-13 10:00:00,north,45.07494,7.687279,21.005,69.0,1.0552,89.6,0,train
10299,2025-03-13 11:00:00,north,45.07378,7.683734,18.857,78.64,1.0022,92.6,0,train
10300,2025-03-13 12:00:00,north,45.0684,7.687205,18.388,72.78,,88.5,0,train
10301,2025-03-13 13:00:00,harbour,45.041465,7.612771,21.571,72.78,0.9997,85.4,0,train
10302,2025-03-13 14:00:00,north,45.071014,7.678686,15.923,82.89,1.0287,89.3,0,train
10303,2025-03-13 15:00:00,north,45.07441,7.687395,17.103,73.01,0.966,89.9,0,train
10304,2025-03-13 16:00:00,harbour,45.049308,7.612371,20.102,79.34,1.0319,90.2,0,train
10305,2025-03-13 17:00:00,harbour,45.040283,7.613268,19.938,76.51,0.9805,92.0,0,train
10306,2025-03-13 18:00:00,north,45.074911,7.683529,16.408,75.5,1.0312,91.8,0,train
10307,2025-03-13 19:00:00,north,45.068338,7.688623,13.432,81.46,1.0113,89.7,0,train
10308,2025-03-13 20:00:00,harbour,45.04307,7.615325,19.905,68.64,0.9458,91.6,0,train
10309,2025-03-13 21:00:00,north,45.065981,7.682741,15.863,78.35,1.0019,90.2,0,train
10310,2025-03-13 22:00:00,north,45.066657,7.687832,18.225,77.37,1.0092,90.7,0,train
10311,2025-03-13 23:00:00,harbour,45.042374,7.61609,22.441,72.0,0.9657,88.5,0,train
10312,2025-03-14 00:00:00,harbour,45.037126,7.615905,23.007,68.08,0.9951,91.7,0,train
10313,2025-03-14 01:00:00,hill,45.107262,7.730668,16.354,74.41,,89.7,0,train
10314,2025-03-14 02:00:00,north,45.067511,7.681151,23.279,64.2,1.0627,92.8,0,train
10315,2025-03-14 03:00:00,harbour,45.041023,7.612322,24.326,61.48,1.0041,87.5,1,train
10316,2025-03-14 04:00:00,north,45.069379,7.681008,20.254,69.91,0.887,92.6,0,train
10317,2025-03-14 05:00:00,north,45.06838,7.698531,22.779,69.91,1.0385,87.9,0,train
10318,2025-03-14 06:00:00,harbour,45.041237,7.608143,23.747,63.8,1.0931,91.1,0,train
10319,2025-03-14 07:00:00,north,45.07403,7.682197,23.825,63.29,0.9893,88.0,0,train
10320,2025-03-14 08:00:00,north,45.082134,7.689307,22.517,63.61,0.958,88.4,0,train
10321,2025-03-14 09:00:00,north,45.064966,7.683772,22.352,70.38,1.0162,91.6,0,train
10322,2025-03-14 10:00:00,north,45.070914,7.674485,21.386,68.4,1.0116,86.9,0,train
10323,2025-03-14 11:00:00,north,45.069011,7.685332,19.916,64.99,1.0452,92.0,0,train
10324,2025-03-14 12:00:00,harbour,45.03706,7.607154,20.709,74.83,0.9696,94.3,0,train
10325,2025-03-14 13:00:00,hill,45.104859,7.732422,14.17,83.79,1.0886,91.5,0,train
10326,2025-03-14 14:00:00,north,45.066199,7.678008,17.672,74.71,1.0469,86.9,0,train
10327,2025-03-14 15:00:00,north,45.069401,7.681497,16.176,75.32,0.9503,91.3,0,train
10328,2025-03-14 16:00:00,harbour,45.045673,7.611129,19.795,71.52,,89.8,0,train
10329,2025-03-14 17:00:00,north,45.06163,7.685534,14.827,74.91,0.9947,90.3,0,train
10330,2025-03-14 18:00:00,north,45.070704,7.680389,14.607,82.95,1.0359,89.9,0,train
10331,2025-03-14 19:00:00,north,45.071501,7.682329,15.902,82.67,1.0194,92.1,0,train
10332,2025-03-14 20:00:00,north,45.065884,7.68164,16.707,80.11,,93.3,0,train
10333,2025-03-14 21:00:00,north,45.071809,7.686522,16.414,77.35,1.017,90.5,0,train
10334,2025-03-14 22:00:00,harbour,45.04212,7.611077,19.508,73.0,0.98,92.7,0,train
10335,2025-03-14 23:00:00,harbour,45.039318,7.605629,19.532,74.16,0.9643,88.9,0,train
10336,2025-03-15 00:00:00,harbour,45.045562,7.614958,24.382,72.09,0.9894,94.6,0,train
10337,2025-03-15 01:00:00,hill,45.098484,7.731326,15.261,74.82,0.9869,87.9,0,train
10338,2025-03-15 02:00:00,north,45.072286,7.687684,19.326,72.24,1.0208,87.6,0,train
10339,2025-03-15 03:00:00,harbour,45.039779,7.60723,23.646,63.51,1.0106,89.0,0,train
10340,2025-03-15 04:00:00,north,45.065488,7.687212,22.425,63.12,0.92,91.3,0,train
10341,2025-03-15 05:00:00,north,45.069003,7.685145,20.944,71.39,1.043,91.7,0,train
10342,2025-03-15 06:00:00,hill,45.102317,7.735,19.477,76.64,0.999,86.5,0,train
10343,2025-03-15 07:00:00,harbour,45.043989,7.614209,25.593,59.3,1.0441,90.1,1,train
10344,2025-03-15 08:00:00,hill,45.097733,7.736884,17.206,79.24,1.0353,90.4,0,train
10345,2025-03-15 09:00:00,hill,45.102935,7.735532,18.117,76.7,,94.7,0,train
10346,2025-03-15 10:00:00,hill,45.101891,7.73552,15.948,78.91,,89.0,0,train
10347,2025-03-15 11:00:00,north,45.076004,7.679439,19.335,77.76,0.9295,86.7,0,train
10348,2025-03-15 12:00:00,north,45.06524,7.685366,19.489,69.45,1.0788,86.1,0,train
10349,2025-03-15 13:00:00,north,45.073946,7.674899,17.597,81.2,1.0982,89.1,0,train
10350,2025-03-15 14:00:00,north,45.062684,7.674649,16.091,75.41,1.0332,90.5,0,train
10351,2025-03-15 15:00:00,harbour,45.042083,7.61017,19.465,74.29,0.9756,89.9,0,train
10352,2025-03-15 16:00:00,north,45.06916,7.684609,15.71,71.19,1.0362,89.2,0,train
10353,2025-03-15 17:00:00,harbour,45.042213,7.619086,19.459,76.03,0.9845,87.8,0,train
10354,2025-03-15 18:00:00,harbour,45.037887,7.614996,16.484,76.41,1.0829,89.2,0,train
10355,2025-03-15 19:00:00,north,45.061892,7.691185,13.582,78.09,0.9796,89.4,0,train
10356,2025-03-15 20:00:00,harbour,45.034511,7.610194,19.945,67.32,0.9435,94.4,0,train
10357,2025-03-15 21:00:00,north,45.074938,7.687913,16.291,77.36,0.9603,89.1,0,train
10358,2025-03-15 22:00:00,north,45.070537,7.691478,17.093,80.75,0.9645,87.0,0,train
10359,2025-03-15 23:00:00,harbour,45.037224,7.614352,21.585,71.26,1.0376,88.3,0,train
10360,2025-03-16 00:00:00,harbour,45.044276,7.613502,22.004,67.19,0.9994,88.7,0,train
10361,2025-03-16 01:00:00,north,45.066693,7.686277,19.016,69.66,1.0155,84.8,0,train
10362,2025-03-16 02:00:00,north,45.066715,7.681238,20.4,66.6,0.9847,89.0,0,train
10363,2025-03-16 03:00:00,hill,45.098816,7.730376,18.669,71.9,,89.4,0,train
10364,2025-03-16 04:00:00,north,45.074374,7.678728,21.823,62.37,1.0025,89.3,0,train
10365,2025-03-16 05:00:00,north,45.077512,7.687818,21.795,67.32,1.0128,86.9,0,train
10366,2025-03-16 06:00:00,north,45.065803,7.684475,20.748,74.68,1.0805,88.4,0,train
10367,2025-03-16 07:00:00,north,45.070813,7.682489,22.031,68.25,1.0168,89.5,0,train
10368,2025-03-16 08:00:00,hill,45.107563,7.736582,17.197,74.64,0.9758,90.5,0,train
10369,2025-03-16 09:00:00,north,45.078111,7.683002,20.217,68.62,0.9897,89.4,0,train
10370,2025-03-16 10:00:00,hill,45.094055,7.739998,17.451,77.75,,86.2,0,train
10371,2025-03-16 11:00:00,north,45.070208,7.695269,19.645,74.35,1.021,90.2,0,train
10372,2025-03-16 12:00:00,north,45.072222,7.688084,19.881,77.18,,91.9,0,train
10373,2025-03-16 13:00:00,harbour,45.034719,7.608455,22.324,65.27,,88.2,0,train
10374,2025-03-16 14:00:00,north,45.071267,7.678482,17.626,70.18,0.9291,83.5,0,train
10375,2025-03-16 15:00:00,north,45.070422,7.695805,16.082,74.36,0.8946,90.4,0,train
10376,2025-03-16 16:00:00,north,45.072524,7.688101,15.914,72.1,0.9529,90.8,0,train
10377,2025-03-16 17:00:00,north,45.067298,7.680073,15.346,77.61,0.9074,88.7,0,train
10378,2025-03-16 18:00:00,north,45.071298,7.691183,17.389,73.22,0.992,87.8,0,train
10379,2025-03-16 19:00:00,north,45.067204,7.677649,16.114,73.28,1.0035,90.9,0,train
10380,2025-03-16 20:00:00,hill,45.106048,7.732707,12.229,81.97,0.9885,90.3,0,train
10381,2025-03-16 21:00:00,north,45.070256,7.684711,15.528,81.57,0.9731,88.6,0,train
10382,2025-03-16 22:00:00,north,45.068114,7.684108,18.461,76.3,0.9491,88.2,0,train
10383,2025-03-16 23:00:00,harbour,45.034959,7.606258,20.44,68.15,1.0481,88.9,0,train
10384,2025-03-17 00:00:00,hill,45.110212,7.746729,16.116,76.86,0.9037,90.6,0,train
10385,2025-03-17 01:00:00,north,45.074055,7.683926,19.741,72.9,1.038,88.8,0,train
10386,2025-03-17 02:00:00,north,45.073138,7.687791,21.479,71.85,1.0146,86.1,0,train
10387,2025-03-17 03:00:00,harbour,45.037961,7.612071,23.534,64.94,0.9982,87.2,0,train
10388,2025-03-17 04:00:00,harbour,45.039217,7.603987,25.5,58.42,1.024,88.7,1,train
10389,2025-03-17 05:00:00,harbour,45.047299,7.609185,25.539,64.89,0.9239,89.1,0,train
10390,2025-03-17 06:00:00,north,45.072597,7.686938,22.798,63.47,1.0505,87.2,0,train
10391,2025-03-17 07:00:00,north,45.066213,7.690513,23.302,65.16,1.0271,89.8,0,train
10392,2025-03-17 08:00:00,harbour,45.040807,7.610198,25.119,63.02,,87.0,0,train
10393,2025-03-17 09:00:00,harbour,45.041188,7.613724,24.257,68.99,0.8986,90.2,0,train
10394,2025-03-17 10:00:00,hill,45.102825,7.733234,18.294,71.77,,91.6,0,train
10395,2025-03-17 11:00:00,harbour,45.036852,7.614825,21.54,69.76,0.9948,89.8,0,train
10396,2025-03-17 12:00:00,north,45.074647,7.673661,18.95,71.88,0.8864,88.3,0,train
10397,2025-03-17 13:00:00,north,45.071988,7.688891,16.852,73.47,0.9847,89.3,0,train
10398,2025-03-17 14:00:00,hill,45.102845,7.731838,12.837,84.81,1.0041,83.8,0,train
10399,2025-03-17 15:00:00,harbour,45.034344,7.609049,18.273,71.83,0.962,90.9,0,train
10400,2025-03-17 16:00:00,harbour,45.038305,7.597829,17.686,76.41,1.0205,86.2,0,train
10401,2025-03-17 17:00:00,harbour,45.040624,7.606653,20.067,72.31,1.0296,85.9,0,train
10402,2025-03-17 18:00:00,north,45.073117,7.688967,16.507,68.75,0.9789,87.0,0,train
10403,2025-03-17 19:00:00,north,45.06817,7.697389,15.783,70.57,,85.8,0,train
10404,2025-03-17 20:00:00,harbour,45.045086,7.608444,20.617,57.79,1.0397,87.6,0,train
10405,2025-03-17 21:00:00,harbour,45.041218,7.608658,20.037,72.39,0.9522,87.0,0,train
10406,2025-03-17 22:00:00,harbour,45.037682,7.614371,20.131,72.12,1.0263,87.4,0,train
10407,2025-03-17 23:00:00,hill,45.092492,7.736363,13.769,77.89,,89.9,0,train
10408,2025-03-18 00:00:00,hill,45.098969,7.732026,16.608,73.92,,88.3,0,train
10409,2025-03-18 01:00:00,north,45.063707,7.685109,20.489,69.3,1.0199,86.3,0,train
10410,2025-03-18 02:00:00,north,45.069067,7.684044,21.75,66.29,,87.0,0,train
10411,2025-03-18 03:00:00,hill,45.105007,7.738022,17.176,75.06,1.0423,85.7,0,train
10412,2025-03-18 04:00:00,north,45.07524,7.689892,21.248,69.37,0.9261,89.4,0,train
10413,2025-03-18 05:00:00,hill,45.103633,7.743691,17.411,71.33,,85.1,0,train
10414,2025-03-18 06:00:00,north,45.065053,7.690515,23.232,72.43,0.9584,86.4,0,train
10415,2025-03-18 07:00:00,harbour,45.050099,7.615275,26.152,66.69,0.9704,90.5,0,train
10416,2025-03-18 08:00:00,harbour,45.041938,7.612744,25.622,61.77,1.0497,86.6,1,train
10417,2025-03-18 09:00:00,hill,45.102641,7.739622,18.042,82.68,1.0696,87.5,0,train
10418,2025-03-18 10:00:00,hill,45.102648,7.730079,17.239,84.93,,88.2,0,train
10419,2025-03-18 11:00:00,north,45.064292,7.696689,19.234,77.3,1.0636,83.8,0,train
10420,2025-03-18 12:00:00,harbour,45.043246,7.613375,23.49,71.16,0.9808,87.5,0,train
10421,2025-03-18 13:00:00,harbour,45.0422,7.618998,20.792,67.85,0.9743,89.0,0,train
10422,2025-03-18 14:00:00,north,45.076063,7.682025,18.175,72.58,0.9241,87.4,0,train
10423,2025-03-18 15:00:00,hill,45.10812,7.740107,13.861,73.57,,88.2,0,train
10424,2025-03-18 16:00:00,harbour,45.044189,7.613978,18.451,71.79,1.0278,85.2,0,train
10425,2025-03-18 17:00:00,hill,45.108752,7.734062,11.154,87.58,,87.1,0,train
10426,2025-03-18 18:00:00,north,45.068585,7.682665,14.769,76.98,0.9335,86.3,0,train
10427,2025-03-18 19:00:00,harbour,45.03895,7.607612,19.189,65.73,0.9499,86.9,0,train
10428,2025-03-18 20:00:00,north,45.06953,7.694937,14.648,85.2,1.0252,84.2,0,train
10429,2025-03-18 21:00:00,harbour,45.035748,7.618064,20.743,78.12,1.0004,85.6,0,train
10430,2025-03-18 22:00:00,harbour,45.040164,7.612568,21.963,74.61,1.0556,87.8,0,train
10431,2025-03-18 23:00:00,harbour,45.039422,7.612968,22.092,62.27,1.0101,85.5,0,train
10432,2025-03-19 00:00:00,north,45.07242,7.682381,16.992,78.83,0.9656,87.8,0,train
10433,2025-03-19 01:00:00,harbour,45.04069,7.602859,20.607,67.14,0.9417,89.8,0,train
10434,2025-03-19 02:00:00,north,45.062119,7.677083,21.38,68.82,1.0004,87.2,0,train
10435,2025-03-19 03:00:00,hill,45.103878,7.731971,19.72,74.5,1.0823,86.9,0,train
10436,2025-03-19 04:00:00,harbour,45.046424,7.611228,24.676,70.89,1.0997,87.9,0,train
10437,2025-03-19 05:00:00,harbour,45.033422,7.606163,26.0,60.41,,84.8,1,train
10438,2025-03-19 06:00:00,north,45.066729,7.689968,21.749,67.47,1.0263,85.6,0,train
10439,2025-03-19 07:00:00,north,45.069838,7.688568,21.241,64.52,0.9645,84.4,0,train
10440,2025-03-19 08:00:00,hill,45.098468,7.7358,19.698,71.77,1.0137,84.9,0,train
10441,2025-03-19 09:00:00,north,45.06758,7.677233,20.512,66.7,0.8591,89.9,0,train
10442,2025-03-19 10:00:00,hill,45.104004,7.733927,18.376,71.6,0.9689,85.0,0,train
10443,2025-03-19 11:00:00,harbour,45.035506,7.611848,25.055,67.29,0.9101,86.4,0,train
10444,2025-03-19 12:00:00,hill,45.104964,7.72871,15.721,77.26,1.0731,85.7,0,train
10445,2025-03-19 13:00:00,north,45.071428,7.675101,20.067,71.71,0.9809,85.6,0,train
10446,2025-03-19 14:00:00,hill,45.098721,7.744551,12.828,82.48,1.0235,85.8,0,train
10447,2025-03-19 15:00:00,harbour,45.040906,7.615094,21.097,73.0,1.002,85.9,0,train
10448,2025-03-19 16:00:00,harbour,45.045121,7.610078,19.6,77.43,,87.0,0,train
10449,2025-03-19 17:00:00,harbour,45.040102,7.619968,22.069,63.76,1.0314,85.7,0,train
10450,2025-03-19 18:00:00,harbour,45.042552,7.617542,19.211,65.98,1.0545,87.1,0,train
10451,2025-03-19 19:00:00,north,45.072385,7.688233,14.91,80.52,,85.9,0,train
10452,2025-03-19 20:00:00,harbour,45.039876,7.613124,21.371,72.19,1.028,85.6,0,train
10453,2025-03-19 21:00:00,north,45.07375,7.689888,14.938,83.99,1.056,85.8,0,train
10454,2025-03-19 22:00:00,north,45.071363,7.693301,17.756,77.61,1.0291,89.5,0,train
10455,2025-03-19 23:00:00,harbour,45.036862,7.612346,20.714,77.27,0.9945,83.8,0,train
10456,2025-03-20 00:00:00,harbour,45.04292,7.610845,23.885,67.94,0.919,85.8,0,train
10457,2025-03-20 01:00:00,hill,45.107295,7.737904,16.594,73.55,,87.4,0,train
10458,2025-03-20 02:00:00,north,45.073059,7.671923,21.418,73.36,0.9624,87.1,0,train
10459,2025-03-20 03:00:00,hill,45.101268,7.735436,18.103,70.4,,84.1,0,train
10460,2025-03-20 04:00:00,hill,45.105687,7.732963,17.451,72.14,1.0677,83.8,0,train
10461,2025-03-20 05:00:00,hill,45.109343,7.73491,16.623,77.69,,85.8,0,train
10462,2025-03-20 06:00:00,hill,45.104779,7.734076,21.04,68.85,1.0505,88.2,0,train
10463,2025-03-20 07:00:00,north,45.074599,7.687682,22.235,71.95,0.8813,87.4,0,train
10464,2025-03-20 08:00:00,north,45.075068,7.68652,20.401,69.27,1.0149,85.7,0,train
10465,2025-03-20 09:00:00,north,45.069724,7.686335,20.812,77.53,0.942,85.2,0,train
10466,2025-03-20 10:00:00,north,45.072516,7.685335,21.574,65.02,1.0481,85.4,0,train
10467,2025-03-20 11:00:00,north,45.068715,7.688269,18.093,76.83,1.0643,85.5,0,train
10468,2025-03-20 12:00:00,north,45.074153,7.68346,21.379,67.54,1.0576,83.0,0,train
10469,2025-03-20 13:00:00,north,45.069521,7.690909,17.797,80.1,1.0414,83.0,0,train
10470,2025-03-20 14:00:00,hill,45.101687,7.726584,13.898,77.57,1.0588,85.5,0,train
10471,2025-03-20 15:00:00,north,45.069787,7.687015,18.045,77.15,1.0917,89.4,0,train
10472,2025-03-20 16:00:00,harbour,45.040602,7.614258,19.861,58.83,0.9763,86.1,0,train
10473,2025-03-20 17:00:00,harbour,45.042423,7.605643,18.216,70.89,1.081,82.2,0,train
10474,2025-03-20 18:00:00,harbour,45.042759,7.609848,20.209,77.7,0.9865,83.4,0,train
10475,2025-03-20 19:00:00,hill,45.099241,7.741617,13.309,81.5,,85.4,0,train
10476,2025-03-20 20:00:00,north,45.067296,7.68534,17.37,75.39,1.0329,83.6,0,train
10477,2025-03-20 21:00:00,harbour,45.042344,7.607587,19.137,76.14,1.0413,85.9,0,train
10478,2025-03-20 22:00:00,north,45.071832,7.671095,16.076,86.54,1.0194,84.0,0,train
10479,2025-03-20 23:00:00,north,45.070254,7.687701,18.769,68.68,,83.9,0,train
10480,2025-03-21 00:00:00,north,45.080451,7.686509,18.436,73.24,1.0341,82.8,0,train
10481,2025-03-21 01:00:00,north,45.074397,7.689049,17.381,73.2,0.9924,86.2,0,train
10482,2025-03-21 02:00:00,north,45.069623,7.696246,19.872,74.39,1.1264,86.0,0,train
10483,2025-03-21 03:00:00,harbour,45.043847,7.61198,25.366,61.04,1.0216,86.1,1,train
10484,2025-03-21 04:00:00,north,45.075291,7.686668,20.892,63.86,1.0244,86.6,0,train
10485,2025-03-21 05:00:00,north,45.071407,7.682568,23.411,60.48,0.9784,85.0,0,train
10486,2025-03-21 06:00:00,hill,45.096968,7.734691,18.567,76.05,,87.6,0,train
10487,2025-03-21 07:00:00,north,45.070345,7.685855,21.905,69.57,1.0875,83.2,0,train
10488,2025-03-21 08:00:00,north,45.070165,7.689775,19.911,74.97,0.9685,86.6,0,train
10489,2025-03-21 09:00:00,north,45.078499,7.688769,20.308,64.53,0.9861,84.3,0,train
10490,2025-03-21 10:00:00,hill,45.096623,7.73118,17.317,71.52,,84.2,0,train
10491,2025-03-21 11:00:00,harbour,45.047165,7.609622,23.886,63.76,1.0002,83.8,0,train
10492,2025-03-21 12:00:00,harbour,45.04036,7.618893,22.631,71.13,1.0842,86.2,0,train
10493,2025-03-21 13:00:00,hill,45.107715,7.730201,16.263,78.42,0.944,85.4,0,train
10494,2025-03-21 14:00:00,north,45.068827,7.689736,14.941,77.79,0.9838,87.2,0,train
10495,2025-03-21 15:00:00,hill,45.104702,7.74312,13.694,76.19,,83.2,0,train
10496,2025-03-21 16:00:00,north,45.074532,7.689268,16.0,77.76,0.989,85.4,0,train
10497,2025-03-21 17:00:00,harbour,45.041348,7.613266,18.195,72.02,0.964,83.1,0,train
10498,2025-03-21 18:00:00,harbour,45.045232,7.618823,19.188,76.11,0.9847,86.0,0,train
10499,2025-03-21 19:00:00,harbour,45.040695,7.613768,18.527,80.49,0.9467,87.7,0,train
10500,2025-03-21 20:00:00,north,45.068383,7.685955,16.636,76.6,1.0128,83.1,0,train
10501,2025-03-21 21:00:00,harbour,45.04015,7.610985,19.797,67.19,1.0506,87.0,0,train
10502,2025-03-21 22:00:00,north,45.068017,7.691741,17.897,83.93,1.0404,82.9,0,train
10503,2025-03-21 23:00:00,north,45.069551,7.689476,17.116,78.01,,87.7,0,train
10504,2025-03-22 00:00:00,hill,45.109484,7.742723,17.339,77.3,,85.1,0,train
10505,2025-03-22 01:00:00,hill,45.099358,7.733321,17.212,75.79,,85.9,0,train
10506,2025-03-22 02:00:00,harbour,45.034399,7.610435,26.008,63.71,1.0589,82.6,0,train
10507,2025-03-22 03:00:00,harbour,45.040971,7.60982,24.566,65.41,0.9583,87.9,0,train
10508,2025-03-22 04:00:00,hill,45.110786,7.7364,18.173,75.04,,84.5,0,train
10509,2025-03-22 05:00:00,north,45.074238,7.682537,22.195,62.33,1.0359,83.8,0,train
10510,2025-03-22 06:00:00,hill,45.109346,7.739628,18.643,70.46,,86.5,0,train
10511,2025-03-22 07:00:00,north,45.07506,7.687693,20.906,69.8,0.9549,83.1,0,train
10512,2025-03-22 08:00:00,north,45.067145,7.681091,21.748,69.58,1.0161,84.1,0,train
10513,2025-03-22 09:00:00,harbour,45.041539,7.597175,24.653,65.71,1.0241,83.8,0,train
10514,2025-03-22 10:00:00,harbour,45.030425,7.602868,23.349,68.48,0.9847,83.0,0,train
10515,2025-03-22 11:00:00,harbour,45.038634,7.619189,22.871,60.09,1.0196,86.6,0,train
10516,2025-03-22 12:00:00,harbour,45.043504,7.611691,21.397,65.6,0.9769,87.7,0,train
10517,2025-03-22 13:00:00,north,45.06385,7.686733,18.3,71.13,1.0661,82.6,0,train
10518,2025-03-22 14:00:00,harbour,45.032837,7.609871,19.393,72.82,0.9217,87.5,0,train
10519,2025-03-22 15:00:00,hill,45.098888,7.736964,15.577,76.86,,86.5,0,train
10520,2025-03-22 16:00:00,harbour,45.041964,7.602389,19.738,79.77,0.9766,83.7,0,train
10521,2025-03-22 17:00:00,hill,45.108765,7.724989,13.925,78.42,,85.6,0,train
10522,2025-03-22 18:00:00,harbour,45.051449,7.603809,17.956,73.33,0.9569,88.2,0,train
10523,2025-03-22 19:00:00,hill,45.109832,7.735323,13.269,74.64,,83.1,0,train
10524,2025-03-22 20:00:00,north,45.064052,7.689508,16.065,84.28,1.0777,83.2,0,train
10525,2025-03-22 21:00:00,hill,45.09484,7.737361,14.804,79.05,,82.3,0,train
10526,2025-03-22 22:00:00,north,45.070729,7.685355,18.347,73.3,1.0232,88.2,0,train
10527,2025-03-22 23:00:00,hill,45.108375,7.728581,13.356,78.15,,86.2,0,train
10528,2025-03-23 00:00:00,north,45.063672,7.689967,20.256,71.43,1.018,82.6,0,train
10529,2025-03-23 01:00:00,harbour,45.039062,7.610574,21.676,67.69,0.9871,83.9,0,train
10530,2025-03-23 02:00:00,hill,45.102361,7.734882,19.071,77.63,,85.4,0,train
10531,2025-03-23 03:00:00,harbour,45.041306,7.611613,24.7,61.62,1.0722,83.6,1,train
10532,2025-03-23 04:00:00,harbour,45.04046,7.609638,23.95,64.17,0.9718,86.3,0,train
10533,2025-03-23 05:00:00,hill,45.106254,7.731362,19.869,69.5,,84.2,0,train
10534,2025-03-23 06:00:00,north,45.074428,7.683025,22.244,70.68,1.0961,86.4,0,train
10535,2025-03-23 07:00:00,north,45.070492,7.67952,21.001,71.38,,84.7,0,train
10536,2025-03-23 08:00:00,harbour,45.044215,7.613222,24.462,69.16,1.0142,84.4,0,train
10537,2025-03-23 09:00:00,hill,45.112193,7.734111,18.797,75.32,,82.8,0,train
10538,2025-03-23 10:00:00,harbour,45.037139,7.617067,22.598,70.12,1.0328,84.6,0,train
10539,2025-03-23 11:00:00,north,45.066043,7.67692,18.889,73.24,1.0353,85.5,0,train
10540,2025-03-23 12:00:00,north,45.072278,7.691839,21.056,73.62,1.0093,80.8,0,train
10541,2025-03-23 13:00:00,north,45.077657,7.685619,17.339,77.13,0.955,85.0,0,train
10542,2025-03-23 14:00:00,harbour,45.041923,7.611165,21.325,70.95,0.9562,86.3,0,train
10543,2025-03-23 15:00:00,harbour,45.045633,7.607949,20.749,63.97,1.0069,85.6,0,train
10544,2025-03-23 16:00:00,harbour,45.040035,7.607892,20.809,68.45,1.0939,84.6,0,train
10545,2025-03-23 17:00:00,north,45.073938,7.678507,16.902,73.03,,83.4,0,train
10546,2025-03-23 18:00:00,hill,45.101774,7.739471,10.038,78.1,,81.7,0,train
10547,2025-03-23 19:00:00,north,45.072987,7.684908,15.4,83.16,,82.0,0,train
10548,2025-03-23 20:00:00,north,45.071877,7.689565,17.564,80.69,0.9746,83.0,0,train
10549,2025-03-23 21:00:00,north,45.071882,7.690116,15.894,81.57,1.0145,81.6,0,train
10550,2025-03-23 22:00:00,hill,45.109819,7.73248,16.445,78.73,0.9977,83.9,0,train
10551,2025-03-23 23:00:00,north,45.074592,7.684788,18.481,79.56,,82.7,0,train
10552,2025-03-24 00:00:00,north,45.067934,7.684254,17.688,67.95,,83.0,0,train
10553,2025-03-24 01:00:00,hill,45.10788,7.740115,17.492,80.08,,85.9,0,train
10554,2025-03-24 02:00:00,north,45.063551,7.686638,22.79,59.4,,83.9,0,train
10555,2025-03-24 03:00:00,hill,45.108314,7.735825,17.564,75.49,,84.9,0,train
10556,2025-03-24 04:00:00,north,45.081366,7.689587,22.433,68.51,1.0106,80.2,0,train
10557,2025-03-24 05:00:00,hill,45.106499,7.734605,18.161,76.07,,84.6,0,train
10558,2025-03-24 06:00:00,north,45.072419,7.696205,21.602,71.82,0.8963,81.9,0,train
10559,2025-03-24 07:00:00,north,45.070651,7.681346,22.268,71.12,1.0072,86.5,0,train
10560,2025-03-24 08:00:00,harbour,45.044737,7.618258,25.892,60.37,0.9494,80.5,1,train
10561,2025-03-24 09:00:00,hill,45.102615,7.742011,18.708,70.52,,81.9,0,train
10562,2025-03-24 10:00:00,hill,45.107115,7.72928,17.891,71.03,1.0236,84.9,0,train
10563,2025-03-24 11:00:00,harbour,45.040354,7.616305,26.051,63.47,1.0302,87.3,0,train
10564,2025-03-24 12:00:00,hill,45.102753,7.736397,14.863,77.23,,80.5,0,train
10565,2025-03-24 13:00:00,hill,45.104956,7.739348,13.176,74.58,0.9787,82.8,0,train
10566,2025-03-24 14:00:00,harbour,45.041228,7.605988,21.585,73.05,0.9877,81.8,0,train
10567,2025-03-24 15:00:00,north,45.063532,7.687215,17.013,71.01,0.9494,86.3,0,train
