order_id,customer_id,zip,city,region,unit_price,qty,total,discount_pct,order_date,delivered_days,late,note,weight_kg,subtotal
1253,71,00100,Roma,Lazio,83.13,4,332.52,0,2025-04-30,9,1,left at door,1.809,332.52
1254,76,00100,Roma,Lazio,33.53,3,100.59,5,2025-05-16,5,0,none,1.388,95.5605
1255,25,20121,Milano,Lombardia,65.39,8,523.12,5,2025-05-21,11,1,call before delivery,3.244,496.964
1256,51,10121,Torino,Piemonte,38.83,7,271.81,5,2025-03-31,8,1,call before delivery,2.933,258.2195
1257,60,20121,Milano,Lombardia,25.35,4,101.4,10,2025-01-15,5,0,none,1.864,91.26
1258,19,00100,Roma,Lazio,21.68,1,21.68,0,2025-10-08,1,0,none,0.419,21.68
1259,67,20121,Milano,Lombardia,11.74,3,35.22,5,2025-06-08,1,0,none,1.213,33.458999999999996
1260,15,40121,Bologna,Emilia,12.07,5,60.35,5,2025-10-23,8,1,none,2.771,57.3325
1261,48,20121,Milano,Lombardia,11.56,9,104.04,5,2025-08-27,3,0,left at door,5.19,98.83800000000001
1262,58,80121,Napoli,Campania,13.54,8,108.32,5,2025-12-05,7,0,none,3.418,102.904
1263,57,10121,Torino,Piemonte,84.23,1,84.23,5,2025-04-29,5,0,left at door,0.469,80.0185
1264,22,00100,Roma,Lazio,54.19,1,54.19,0,2025-01-21,1,0,left at door,0.403,54.19
1265,50,80121,Napoli,Campania,17.22,8,137.76,0,2025-07-26,8,1,left at door,3.873,137.76
1266,69,80121,Napoli,Campania,54.87,4,219.48,5,2025-01-19,12,1,fragile - handle with care,1.696,208.506
1267,74,40121,Bologna,Emilia,56.55,3,169.65,10,2025-10-20,6,0,none,1.541,152.685
1268,2,00100,Roma,Lazio,52.18,8,417.44,0,2025-12-03,2,0,left at door,4.284,417.44
1269,62,40121,Bologna,Emilia,24.62,2,49.24,10,2025-07-11,10,1,call before delivery,1.086,44.316
1270,60,40121,Bologna,Emilia,46.27,7,323.89,10,2025-11-20,7,0,call before delivery,2.946,291.501
1271,34,40121,Bologna,Emilia,87.73,5,438.65,0,2025-12-05,4,0,call before delivery,2.799,438.65
1272,76,40121,Bologna,Emilia,41.45,2,82.9,5,2025-09-17,7,0,call before delivery,1.135,78.75500000000001
1273,23,10121,Torino,Piemonte,52.88,5,264.4,10,2025-10-09,7,0,fragile - handle with care,2.271,237.95999999999998
1274,33,20121,Milano,Lombardia,93.37,8,746.96,0,2025-12-16,5,0,fragile - handle with care,4.758,746.96
1275,13,80121,Napoli,Campania,27.12,9,244.08,5,2025-07-23,1,0,call before delivery,4.208,231.876
1276,25,80121,Napoli,Campania,73.92,6,443.52,10,2025-02-01,13,1,call before delivery,2.709,399.168
1277,41,40121,Bologna,Emilia,50.96,7,356.72,10,2025-01-31,10,1,call before delivery,3.022,321.048
1278,27,20121,Milano,Lombardia,79.8,3,239.4,10,2025-05-30,6,0,call before delivery,1.777,215.46
1279,19,10121,Torino,Piemonte,39.17,5,195.85,10,2025-06-21,13,1,fragile - handle with care,2.985,176.265
1280,66,10121,Torino,Piemonte,56.52,3,169.56,5,2025-12-10,8,1,none,1.67,161.082
1281,19,00100,Roma,Lazio,39.99,6,239.94,0,2025-01-13,13,1,none,2.76,239.94
1282,15,00100,Roma,Lazio,87.28,4,349.12,10,2025-05-16,6,0,left at door,1.749,314.208
1283,70,10121,Torino,Piemonte,91.91,3,275.73,0,2025-12-15,13,1,left at door,1.69,275.73
1284,78,10121,Torino,Piemonte,65.02,2,130.04,5,2025-06-06,7,0,left at door,1.128,123.538
1285,56,20121,Milano,Lombardia,98.2,9,883.8,5,2025-01-17,3,0,left at door,4.845,839.6099999999999
1286,40,20121,Milano,Lombardia,74.55,6,447.3,10,2025-08-08,4,0,fragile - handle with care,2.417,402.57
1287,43,00100,Roma,Lazio,83.89,4,335.56,0,2025-03-17,14,1,left at door,1.672,335.56
1288,36,80121,Napoli,Campania,90.0,3,270.0,10,2025-03-24,8,1,fragile - handle with care,1.543,243.0
1289,67,10121,Torino,Piemonte,30.83,8,246.64,5,2025-03-08,8,1,none,3.263,234.308
1290,15,20121,Milano,Lombardia,98.73,2,197.46,0,2025-07-04,13,1,fragile - handle with care,1.127,197.46
1291,42,40121,Bologna,Emilia,42.09,6,252.54,0,2025-11-11,3,0,fragile - handle with care,3.573,252.54
1292,57,80121,Napoli,Campania,52.24,5,261.2,0,2025-09-15,6,0,none,2.978,261.2
1293,32,20121,Milano,Lombardia,22.13,9,199.17,10,2025-11-28,2,0,none,5.093,179.253
1294,44,80121,Napoli,Campania,83.04,8,664.32,0,2025-12-10,3,0,call before delivery,3.262,664.32
1295,55,40121,Bologna,Emilia,37.01,4,148.04,10,2025-09-23,1,0,left at door,1.691,133.236
1296,78,40121,Bologna,Emilia,70.49,6,422.94,5,2025-03-14,10,1,call before delivery,3.575,401.793
1297,49,10121,Torino,Piemonte,25.74,4,102.96,0,2025-11-08,9,1,none,2.034,102.96
1298,78,80121,Napoli,Campania,38.38,1,38.38,0,2025-01-09,11,1,none,0.422,38.38
1299,17,00100,Roma,Lazio,41.5,4,166.0,10,2025-04-06,9,1,call before delivery,1.604,149.4
1300,59,00100,Roma,Lazio,27.48,6,164.88,5,2025-11-25,9,1,none,2.538,156.636
1301,26,80121,Napoli,Campania,8.33,8,66.64,10,2025-11-23,12,1,fragile - handle with care,4.606,59.976
1302,23,10121,Torino,Piemonte,78.17,9,703.53,0,2025-03-25,6,0,none,4.139,703.53
1303,45,10121,Torino,Piemonte,95.28,9,857.52,0,2025-02-06,10,1,left at door,4.943,857.52
1304,24,40121,Bologna,Emilia,26.49,1,26.49,0,2025-11-26,13,1,fragile - handle with care,0.587,26.49
1305,18,20121,Milano,Lombardia,20.45,8,163.6,5,2025-04-23,8,1,fragile - handle with care,3.768,155.42
1306,52,40121,Bologna,Emilia,38.02,2,76.04,0,2025-04-19,12,1,left at door,1.173,76.04
1307,73,80121,Napoli,Campania,12.86,5,64.3,0,2025-11-10,3,0,none,2.882,64.3
1308,14,80121,Napoli,Campania,66.72,5,333.6,0,2025-10-09,12,1,left at door,2.122,333.6
1309,4,00100,Roma,Lazio,40.01,8,320.08,5,2025-09-10,11,1,left at door,3.405,304.07599999999996
1310,27,80121,Napoli,Campania,58.44,7,409.08,10,2025-06-10,11,1,fragile - handle with care,4.062,368.17199999999997
1311,70,40121,Bologna,Emilia,91.06,7,637.42,0,2025-12-07,1,0,none,3.973,637.42
1312,2,40121,Bologna,Emilia,86.85,9,781.65,0,2025-12-03,7,0,call before delivery,5.084,781.65
1313,78,00100,Roma,Lazio,92.56,5,462.8,5,2025-11-06,10,1,none,2.667,439.66
1314,38,80121,Napoli,Campania,93.83,2,187.66,5,2025-12-14,3,0,none,1.183,178.277
1315,49,20121,Milano,Lombardia,61.03,2,122.06,0,2025-03-19,3,0,fragile - handle with care,0.969,122.06
1316,33,80121,Napoli,Campania,52.72,8,421.76,10,2025-07-20,12,1,left at door,4.51,379.584
1317,17,20121,Milano,Lombardia,8.57,3,25.71,0,2025-06-02,3,0,none,1.665,25.71
1318,52,00100,Roma,Lazio,14.73,4,58.92,10,2025-10-26,4,0,left at door,1.949,53.028
1319,64,80121,Napoli,Campania,54.77,7,383.39,10,2025-12-27,13,1,call before delivery,3.209,345.051
1320,12,10121,Torino,Piemonte,86.32,4,345.28,10,2025-10-04,3,0,none,1.692,310.75199999999995
1321,35,20121,Milano,Lombardia,46.1,2,92.2,10,2025-09-14,13,1,left at door,1.181,82.98
1322,46,80121,Napoli,Campania,5.35,4,21.4,10,2025-10-29,8,1,none,2.255,19.259999999999998
1323,57,80121,Napoli,Campania,25.17,6,151.02,10,2025-10-17,11,1,call before delivery,3.292,135.918
1324,68,00100,Roma,Lazio,77.2,6,463.2,0,2025-07-04,5,0,fragile - handle with care,2.702,463.2
1325,26,40121,Bologna,Emilia,20.05,8,160.4,10,2025-01-31,4,0,left at door,4.512,144.36
1326,69,80121,Napoli,Campania,23.96,3,71.88,0,2025-05-23,1,0,left at door,1.318,71.88
1327,18,40121,Bologna,Emilia,32.13,6,192.78,0,2025-12-15,7,0,call before delivery,3.162,192.78
1328,31,40121,Bologna,Emilia,62.88,8,503.04,10,2025-03-31,4,0,none,3.459,452.736
1329,76,10121,Torino,Piemonte,84.46,6,506.76,0,2025-07-20,5,0,none,2.943,506.76
1330,61,10121,Torino,Piemonte,25.8,7,180.6,0,2025-09-29,13,1,left at door,3.655,180.6
1331,6,20121,Milano,Lombardia,61.95,3,185.85,0,2025-02-26,2,0,left at door,1.631,185.85
1332,33,00100,Roma,Lazio,55.34,8,442.72,10,2025-11-28,3,0,fragile - handle with care,4.668,398.44800000000004
1333,5,20121,Milano,Lombardia,47.26,2,94.52,10,2025-07-29,4,0,left at door,1.183,85.068
1334,34,40121,Bologna,Emilia,60.14,7,420.98,5,2025-08-15,3,0,none,3.865,399.93100000000004
1335,62,80121,Napoli,Campania,82.34,1,82.34,10,2025-12-01,1,0,none,0.409,74.106
1336,11,80121,Napoli,Campania,25.66,4,102.64,5,2025-07-29,7,0,left at door,1.91,97.508
1337,62,20121,Milano,Lombardia,52.24,1,52.24,10,2025-07-18,14,1,none,0.545,47.016000000000005
1338,64,00100,Roma,Lazio,14.3,4,57.2,0,2025-01-11,13,1,none,2.295,57.2
1339,25,80121,Napoli,Campania,53.76,3,161.28,5,2025-12-29,4,0,call before delivery,1.213,153.216
1340,2,40121,Bologna,Emilia,80.15,3,240.45,0,2025-01-03,2,0,fragile - handle with care,1.44,240.45
1341,30,40121,Bologna,Emilia,99.86,6,599.16,5,2025-12-05,6,0,left at door,3.522,569.202
1342,30,80121,Napoli,Campania,50.19,6,301.14,10,2025-10-02,1,0,none,3.513,271.026
1343,55,20121,Milano,Lombardia,33.18,4,132.72,10,2025-07-01,4,0,none,2.307,119.448
1344,75,80121,Napoli,Campania,60.05,1,60.05,0,2025-02-08,3,0,fragile - handle with care,0.431,60.05
1345,48,40121,Bologna,Emilia,40.32,2,80.64,5,2025-12-19,10,1,left at door,0.929,76.608
1346,32,40121,Bologna,Emilia,16.12,5,80.6,10,2025-06-07,2,0,fragile - handle with care,2.928,72.53999999999999
1347,52,20121,Milano,Lombardia,54.83,3,164.49,0,2025-10-08,8,1,call before delivery,1.752,164.49
1348,13,20121,Milano,Lombardia,80.92,1,80.92,0,2025-05-08,9,1,call before delivery,0.593,80.92
1349,35,20121,Milano,Lombardia,89.66,5,448.3,5,2025-04-03,11,1,none,2.7,425.885
1350,34,40121,Bologna,Emilia,97.92,8,783.36,0,2025-07-05,6,0,fragile - handle with care,4.336,783.36
1351,78,10121,Torino,Piemonte,39.93,8,319.44,10,2025-02-05,1,0,fragile - handle with care,3.604,287.496
1352,17,00100,Roma,Lazio,28.91,1,28.91,10,2025-03-03,11,1,left at door,0.542,26.019
1353,12,00100,Roma,Lazio,15.53,6,93.18,10,2025-01-10,3,0,none,2.716,83.86200000000001
1354,49,00100,Roma,Lazio,46.44,2,92.88,10,2025-10-08,11,1,call before delivery,1.137,83.592
1355,50,10121,Torino,Piemonte,81.67,1,81.67,0,2025-07-10,9,1,call before delivery,0.521,81.67
1356,12,10121,Torino,Piemonte,27.29,5,136.45,5,2025-06-15,14,1,none,2.284,129.6275
1357,17,80121,Napoli,Campania,85.71,5,428.55,0,2025-10-03,9,1,fragile - handle with care,2.149,428.55
1358,35,40121,Bologna,Emilia,72.62,2,145.24,0,2025-05-27,6,0,none,0.85,145.24
1359,27,20121,Milano,Lombardia,24.09,2,48.18,0,2025-02-17,12,1,call before delivery,0.861,48.18
1360,5,10121,Torino,Piemonte,65.02,4,260.08,10,2025-08-23,3,0,fragile - handle with care,2.333,234.072
1361,24,40121,Bologna,Emilia,82.87,8,662.96,5,2025-03-15,2,0,none,3.79,629.812
1362,28,80121,Napoli,Campania,93.62,2,187.24,0,2025-07-11,10,1,call before delivery,1.027,187.24
1363,66,10121,Torino,Piemonte,20.41,8,163.28,10,2025-12-22,6,0,none,3.435,146.952
1364,44,40121,Bologna,Emilia,83.09,5,415.45,5,2025-06-15,5,0,left at door,2.897,394.6775
1365,46,20121,Milano,Lombardia,78.71,5,393.55,5,2025-10-22,6,0,none,2.992,373.8725
1366,41,10121,Torino,Piemonte,28.15,9,253.35,0,2025-09-21,1,0,fragile - handle with care,4.527,253.35
1367,27,80121,Napoli,Campania,32.99,7,230.93,0,2025-04-28,8,1,none,4.13,230.93
1368,52,20121,Milano,Lombardia,95.92,3,287.76,5,2025-03-29,7,0,fragile - handle with care,1.782,273.372
1369,43,00100,Roma,Lazio,39.39,7,275.73,10,2025-12-11,5,0,fragile - handle with care,3.746,248.157
1370,64,40121,Bologna,Emilia,32.45,7,227.15,5,2025-08-09,9,1,call before delivery,3.0,215.79250000000002
1371,37,20121,Milano,Lombardia,73.4,8,587.2,0,2025-06-24,11,1,left at door,4.256,587.2
1372,5,10121,Torino,Piemonte,17.63,5,88.15,10,2025-07-18,12,1,call before delivery,2.182,79.33500000000001
1373,43,80121,Napoli,Campania,50.9,3,152.7,5,2025-04-03,2,0,fragile - handle with care,1.737,145.065
1374,79,20121,Milano,Lombardia,39.02,6,234.12,5,2025-09-05,4,0,call before delivery,3.47,222.41400000000002
1375,19,20121,Milano,Lombardia,56.68,3,170.04,10,2025-05-06,1,0,left at door,1.308,153.036
1376,19,20121,Milano,Lombardia,62.31,6,373.86,0,2025-09-17,1,0,left at door,2.824,373.86
1377,30,80121,Napoli,Campania,65.81,7,460.67,10,2025-04-10,5,0,none,3.757,414.603
1378,74,20121,Milano,Lombardia,46.08,7,322.56,0,2025-06-18,7,0,none,3.136,322.56
1379,37,40121,Bologna,Emilia,89.26,9,803.34,0,2025-09-11,2,0,none,5.117,803.34
1380,77,20121,Milano,Lombardia,84.39,2,168.78,0,2025-02-22,4,0,call before delivery,1.003,168.78
1381,7,80121,Napoli,Campania,93.67,3,281.01,0,2025-05-17,6,0,fragile - handle with care,1.588,281.01
1382,76,40121,Bologna,Emilia,47.36,8,378.88,5,2025-01-24,12,1,left at door,3.928,359.936
1383,2,40121,Bologna,Emilia,74.36,6,446.16,5,2025-07-30,9,1,none,3.37,423.85200000000003
1384,76,10121,Torino,Piemonte,45.92,2,91.84,10,2025-08-08,13,1,fragile - handle with care,1.117,82.656
1385,47,20121,Milano,Lombardia,31.48,5,157.4,10,2025-08-15,2,0,none,2.804,141.66
1386,51,80121,Napoli,Campania,66.93,6,401.58,5,2025-07-22,4,0,left at door,2.838,381.501
1387,17,40121,Bologna,Emilia,94.87,4,379.48,10,2025-07-04,7,0,call before delivery,1.886,341.53200000000004
1388,73,20121,Milano,Lombardia,81.41,3,244.23,5,2025-08-11,14,1,fragile - handle with care,1.346,232.0185
1389,64,00100,Roma,Lazio,32.09,7,224.63,5,2025-06-15,8,1,fragile - handle with care,4.059,213.39849999999998
1390,18,00100,Roma,Lazio,26.67,9,240.03,5,2025-10-18,9,1,left at door,3.811,228.0285
1391,2,10121,Torino,Piemonte,78.31,2,156.62,5,2025-05-09,8,1,left at door,0.942,148.78900000000002
1392,68,10121,Torino,Piemonte,71.99,5,359.95,0,2025-03-31,10,1,fragile - handle with care,2.034,359.95
1393,18,20121,Milano,Lombardia,87.04,4,348.16,0,2025-03-27,1,0,left at door,2.125,348.16
1394,3,80121,Napoli,Campania,18.9,2,37.8,5,2025-01-07,10,1,none,1.184,35.91
1395,50,10121,Torino,Piemonte,86.86,4,347.44,5,2025-02-04,11,1,none,2.029,330.068
1396,20,40121,Bologna,Emilia,46.1,3,138.3,0,2025-08-10,11,1,call before delivery,1.221,138.3
1397,11,00100,Roma,Lazio,30.97,9,278.73,10,2025-09-13,11,1,left at door,4.235,250.85700000000003
1398,78,20121,Milano,Lombardia,37.61,2,75.22,5,2025-03-19,2,0,left at door,1.065,71.459
1399,34,20121,Milano,Lombardia,99.38,7,695.66,5,2025-01-06,5,0,call before delivery,3.026,660.877
1400,34,00100,Roma,Lazio,95.82,5,479.1,0,2025-03-12,13,1,none,2.52,479.1
1401,24,10121,Torino,Piemonte,12.96,7,90.72,0,2025-09-25,7,0,call before delivery,3.273,90.72
1402,23,00100,Roma,Lazio,34.94,6,209.64,0,2025-01-17,1,0,left at door,2.454,209.64
1403,22,20121,Milano,Lombardia,73.36,9,660.24,0,2025-10-03,11,1,none,5.01,660.24
1404,18,40121,Bologna,Emilia,8.36,5,41.8,5,2025-10-26,3,0,left at door,2.29,39.709999999999994
1405,19,40121,Bologna,Emilia,8.41,3,25.23,0,2025-10-22,12,1,none,1.309,25.23
1406,8,10121,Torino,Piemonte,9.26,4,37.04,0,2025-02-13,11,1,none,2.126,37.04
1407,78,40121,Bologna,Emilia,87.5,6,525.0,0,2025-08-23,4,0,fragile - handle with care,2.928,525.0
1408,65,20121,Milano,Lombardia,36.7,3,110.1,10,2025-03-24,9,1,left at door,1.395,99.08999999999999
1409,26,80121,Napoli,Campania,35.28,1,35.28,5,2025-12-14,11,1,none,0.421,33.516
1410,50,00100,Roma,Lazio,80.37,2,160.74,0,2025-04-14,5,0,left at door,1.195,160.74
1411,10,40121,Bologna,Emilia,35.26,2,70.52,10,2025-05-20,6,0,left at door,1.037,63.467999999999996
1412,70,00100,Roma,Lazio,75.15,8,601.2,0,2025-10-05,14,1,none,3.909,601.2
1413,73,40121,Bologna,Emilia,40.09,7,280.63,5,2025-06-17,14,1,left at door,3.622,266.5985
1414,43,20121,Milano,Lombardia,33.26,9,299.34,5,2025-10-03,1,0,left at door,4.416,284.373
1415,13,20121,Milano,Lombardia,41.79,8,334.32,0,2025-04-16,13,1,call before delivery,4.463,334.32
1416,28,20121,Milano,Lombardia,20.96,2,41.92,0,2025-10-01,14,1,fragile - handle with care,1.146,41.92
1417,59,40121,Bologna,Emilia,12.13,6,72.78,0,2025-01-04,6,0,fragile - handle with care,2.763,72.78
1418,28,40121,Bologna,Emilia,87.76,9,789.84,10,2025-10-21,9,1,left at door,5.275,710.856
1419,53,20121,Milano,Lombardia,87.5,6,525.0,10,2025-06-09,6,0,call before delivery,2.754,472.5
1420,77,10121,Torino,Piemonte,48.78,6,292.68,10,2025-03-22,14,1,none,3.163,263.41200000000003
1421,57,00100,Roma,Lazio,70.4,8,563.2,5,2025-07-02,7,0,none,4.709,535.0400000000001
1422,20,80121,Napoli,Campania,86.95,1,86.95,10,2025-06-10,11,1,none,0.54,78.255
1423,62,80121,Napoli,Campania,42.12,9,379.08,0,2025-06-19,14,1,fragile - handle with care,3.697,379.08
1424,29,20121,Milano,Lombardia,72.62,8,580.96,10,2025-05-31,10,1,fragile - handle with care,4.195,522.864
1425,15,10121,Torino,Piemonte,76.71,9,690.39,10,2025-01-14,3,0,fragile - handle with care,5.141,621.351
1426,68,10121,Torino,Piemonte,12.42,1,12.42,10,2025-02-10,6,0,fragile - handle with care,0.411,11.178
1427,3,40121,Bologna,Emilia,18.13,8,145.04,10,2025-02-28,8,1,fragile - handle with care,3.521,130.536
1428,36,00100,Roma,Lazio,76.28,8,610.24,0,2025-01-26,9,1,fragile - handle with care,3.856,610.24
1429,35,10121,Torino,Piemonte,72.04,4,288.16,5,2025-04-10,10,1,fragile - handle with care,1.912,273.752
1430,7,80121,Napoli,Campania,22.6,2,45.2,10,2025-12-17,14,1,call before delivery,1.192,40.68000000000001
1431,36,40121,Bologna,Emilia,83.54,7,584.78,5,2025-05-30,11,1,left at door,2.92,555.5409999999999
1432,62,10121,Torino,Piemonte,81.09,2,162.18,0,2025-02-13,14,1,none,0.871,162.18
1433,19,00100,Roma,Lazio,36.61,3,109.83,5,2025-03-16,1,0,left at door,1.58,104.3385
1434,12,80121,Napoli,Campania,37.33,7,261.31,5,2025-09-06,3,0,fragile - handle with care,2.957,248.24450000000002
1435,64,00100,Roma,Lazio,15.5,9,139.5,5,2025-05-13,9,1,call before delivery,4.712,132.525
1436,26,20121,Milano,Lombardia,47.32,9,425.88,5,2025-06-04,10,1,call before delivery,4.736,404.586
1437,9,40121,Bologna,Emilia,15.43,3,46.29,10,2025-04-15,7,0,call before delivery,1.531,41.661
1438,41,10121,Torino,Piemonte,56.62,1,56.62,5,2025-10-19,3,0,fragile - handle with care,0.484,53.789
1439,40,10121,Torino,Piemonte,64.34,9,579.06,10,2025-02-09,5,0,left at door,4.444,521.154
1440,70,10121,Torino,Piemonte,60.28,8,482.24,0,2025-02-15,2,0,left at door,3.792,482.24
1441,42,00100,Roma,Lazio,11.81,3,35.43,10,2025-11-16,14,1,call before delivery,1.432,31.887
1442,71,00100,Roma,Lazio,64.06,1,64.06,0,2025-02-25,10,1,fragile - handle with care,0.47,64.06
1443,1,80121,Napoli,Campania,76.46,3,229.38,0,2025-08-10,2,0,none,1.384,229.38
1444,56,80121,Napoli,Campania,18.48,3,55.44,0,2025-07-09,10,1,call before delivery,1.303,55.44
1445,65,00100,Roma,Lazio,61.53,4,246.12,0,2025-12-25,10,1,none,2.05,246.12
1446,44,40121,Bologna,Emilia,82.81,5,414.05,0,2025-09-17,4,0,left at door,2.606,414.05
1447,29,10121,Torino,Piemonte,23.39,5,116.95,5,2025-08-09,3,0,call before delivery,2.545,111.1025
1448,44,40121,Bologna,Emilia,91.77,4,367.08,5,2025-08-21,8,1,left at door,2.006,348.726
1449,37,00100,Roma,Lazio,97.33,2,194.66,5,2025-08-13,14,1,left at door,1.124,184.927
1450,8,40121,Bologna,Emilia,72.61,9,653.49,10,2025-08-11,1,0,none,5.243,588.1410000000001
1451,13,40121,Bologna,Emilia,87.84,3,263.52,5,2025-05-13,8,1,left at door,1.237,250.344
1452,45,80121,Napoli,Campania,30.82,2,61.64,5,2025-09-15,3,0,left at door,0.962,58.558
1453,32,20121,Milano,Lombardia,68.17,8,545.36,5,2025-10-21,7,0,left at door,3.952,518.092
1454,78,10121,Torino,Piemonte,92.98,6,557.88,10,2025-12-12,10,1,none,2.519,502.092
1455,36,00100,Roma,Lazio,9.25,9,83.25,10,2025-06-18,4,0,call before delivery,4.199,74.925
1456,64,00100,Roma,Lazio,82.98,3,248.94,5,2025-06-10,6,0,fragile - handle with care,1.451,236.493
1457,48,00100,Roma,Lazio,27.51,2,55.02,5,2025-10-28,8,1,left at door,0.816,52.269000000000005
1458,72,10121,Torino,Piemonte,81.11,5,405.55,0,2025-01-29,3,0,call before delivery,2.433,405.55
1459,3,00100,Roma,Lazio,66.03,4,264.12,0,2025-06-20,13,1,fragile - handle with care,1.682,264.12
1460,49,40121,Bologna,Emilia,81.15,1,81.15,0,2025-03-02,11,1,call before delivery,0.481,81.15
1461,34,00100,Roma,Lazio,43.09,4,172.36,5,2025-09-27,2,0,left at door,1.759,163.74200000000002
1462,49,40121,Bologna,Emilia,47.77,6,286.62,0,2025-01-20,6,0,left at door,2.522,286.62
1463,39,10121,Torino,Piemonte,92.81,8,742.48,0,2025-08-30,10,1,fragile - handle with care,3.303,742.48
1464,14,20121,Milano,Lombardia,11.77,8,94.16,5,2025-12-13,2,0,left at door,4.024,89.452
1465,76,10121,Torino,Piemonte,19.84,6,119.04,5,2025-05-25,3,0,fragile - handle with care,2.404,113.08800000000001
1466,29,80121,Napoli,Campania,97.42,3,292.26,0,2025-01-22,2,0,call before delivery,1.438,292.26
1467,48,80121,Napoli,Campania,91.76,4,367.04,5,2025-02-03,4,0,none,1.648,348.68800000000005
1468,15,20121,Milano,Lombardia,18.95,3,56.85,10,2025-08-30,14,1,call before delivery,1.613,51.165
1469,55,80121,Napoli,Campania,97.48,8,779.84,10,2025-03-26,12,1,none,4.239,701.856
1470,79,20121,Milano,Lombardia,30.22,2,60.44,5,2025-10-28,10,1,left at door,0.861,57.418
1471,35,40121,Bologna,Emilia,89.75,6,538.5,10,2025-06-10,2,0,left at door,2.837,484.65
1472,66,20121,Milano,Lombardia,90.95,4,363.8,10,2025-11-22,12,1,none,2.179,327.42
1473,40,40121,Bologna,Emilia,7.26,2,14.52,5,2025-06-23,11,1,fragile - handle with care,0.851,13.794
1474,71,40121,Bologna,Emilia,5.92,2,11.84,5,2025-03-11,8,1,left at door,1.125,11.248
1475,78,80121,Napoli,Campania,36.06,8,288.48,0,2025-03-20,1,0,call before delivery,4.258,288.48
1476,38,20121,Milano,Lombardia,93.46,1,93.46,0,2025-07-16,6,0,none,0.588,93.46
1477,33,80121,Napoli,Campania,80.18,5,400.9,5,2025-04-06,8,1,left at door,2.602,380.85499999999996
1478,2,80121,Napoli,Campania,41.75,6,250.5,10,2025-10-30,2,0,call before delivery,2.454,225.45
1479,79,00100,Roma,Lazio,86.51,8,692.08,5,2025-04-29,9,1,fragile - handle with care,3.855,657.476
1480,30,00100,Roma,Lazio,34.22,2,68.44,0,2025-03-21,8,1,call before delivery,1.075,68.44
1481,49,00100,Roma,Lazio,38.0,6,228.0,10,2025-07-19,3,0,none,2.963,205.2
1482,33,40121,Bologna,Emilia,23.1,9,207.9,0,2025-04-04,2,0,call before delivery,4.269,207.9
1483,73,20121,Milano,Lombardia,96.16,2,192.32,10,2025-02-02,12,1,left at door,0.9,173.088
1484,73,00100,Roma,Lazio,81.34,3,244.02,10,2025-03-28,2,0,left at door,1.614,219.618
1485,46,00100,Roma,Lazio,48.93,7,342.51,0,2025-05-29,4,0,left at door,3.018,342.51
1486,51,80121,Napoli,Campania,30.11,7,210.77,5,2025-07-10,11,1,left at door,3.869,200.2315
1487,65,10121,Torino,Piemonte,96.77,6,580.62,10,2025-09-06,7,0,left at door,2.737,522.558
1488,49,00100,Roma,Lazio,42.7,9,384.3,0,2025-11-04,5,0,left at door,4.639,384.3
1489,65,20121,Milano,Lombardia,25.02,5,125.1,0,2025-11-02,4,0,call before delivery,2.922,125.1
1490,41,40121,Bologna,Emilia,45.34,6,272.04,10,2025-10-17,7,0,call before delivery,3.112,244.836
1491,31,20121,Milano,Lombardia,73.32,4,293.28,5,2025-07-08,11,1,call before delivery,2.295,278.616
1492,61,40121,Bologna,Emilia,78.22,1,78.22,10,2025-03-18,3,0,fragile - handle with care,0.418,70.398
1493,27,20121,Milano,Lombardia,15.35,6,92.1,0,2025-12-13,4,0,fragile - handle with care,3.012,92.1
1494,30,40121,Bologna,Emilia,94.86,6,569.16,5,2025-06-20,4,0,none,3.185,540.702
1495,75,00100,Roma,Lazio,69.08,1,69.08,10,2025-09-26,4,0,call before delivery,0.432,62.172
1496,4,80121,Napoli,Campania,10.94,5,54.7,5,2025-06-06,2,0,none,2.696,51.965
1497,27,40121,Bologna,Emilia,84.56,5,422.8,5,2025-10-16,1,0,none,2.659,401.66
1498,28,10121,Torino,Piemonte,97.33,5,486.65,0,2025-10-07,13,1,call before delivery,2.459,486.65
1499,62,40121,Bologna,Emilia,84.59,9,761.31,0,2025-02-19,13,1,left at door,5.03,761.31
1500,71,00100,Roma,Lazio,5.93,4,23.72,0,2025-05-13,5,0,call before delivery,1.603,23.72
1501,15,40121,Bologna,Emilia,49.94,2,99.88,10,2025-07-04,1,0,left at door,1.171,89.892
1502,63,10121,Torino,Piemonte,60.97,8,487.76,5,2025-08-08,6,0,none,3.346,463.372
1503,39,00100,Roma,Lazio,89.36,2,178.72,0,2025-01-13,5,0,none,1.108,178.72
1504,4,00100,Roma,Lazio,52.76,1,52.76,10,2025-09-28,14,1,none,0.431,47.483999999999995
1505,30,10121,Torino,Piemonte,12.35,4,49.4,5,2025-09-02,10,1,left at door,1.609,46.93
1506,34,40121,Bologna,Emilia,93.68,1,93.68,5,2025-06-29,3,0,none,0.519,88.99600000000001
1507,22,40121,Bologna,Emilia,95.41,5,477.05,5,2025-04-29,5,0,none,2.549,453.1975
1508,37,00100,Roma,Lazio,51.19,6,307.14,5,2025-02-13,1,0,none,3.293,291.783
1509,19,00100,Roma,Lazio,10.08,4,40.32,0,2025-11-18,9,1,left at door,2.289,40.32
